names,scores,logfoldchanges,pvals,pvals_adj,minus_log10_padj,direction
NMB,13.32026,1.7040373,1.7649199551017147e-40,1.6400548698428178e-39,38.78514162190881,High-up
SUMO1,13.202075,0.80879974,8.53506386388152e-40,7.851109251220307e-39,38.1050689792228,High-up
CHMP5,13.182271,0.88823676,1.1099792430968663e-39,1.0176051315908184e-38,37.99242071162495,High-up
CLPTM1L,13.112065,1.0181547,2.808435157445206e-39,2.566101956568663e-38,37.59072609219511,High-up
NDUFA4L2,12.977955,2.1713884,1.6318065084447996e-38,1.4810948109871071e-37,36.82941713960805,High-up
PFKL,12.967992,0.87254375,1.8583597495619675e-38,1.6811386873520845e-37,36.77439645749019,High-up
APLP1,12.957944,3.0231683,2.118505964536395e-38,1.9101512525126837e-37,36.718932242421985,High-up
PLRG1,12.949213,1.3826528,2.373764071699482e-38,2.1262699816009787e-37,36.672381592082125,High-up
PTRF,12.87724,1.8672478,6.045890033653196e-38,5.3627829779027694e-37,36.27060977779105,High-up
CALM2,12.847494,0.8097983,8.884221315297642e-38,7.829578268836503e-37,36.106261630081235,High-up
RBMX,12.797104,0.8240716,1.7017951966289122e-37,1.4901616914071116e-36,35.826766605496445,High-up
CAV1,12.762115,1.3415186,2.6685627197237437e-37,2.3292374921039194e-36,35.63278622797377,High-up
FRZB,12.71365,3.84735,4.966126214251604e-37,4.3208461201705036e-36,35.3644312000972,High-up
ARL5B,12.687266,1.2951936,6.957217545471533e-37,6.034005820389913e-36,35.21939427524124,High-up
RPS3,12.678701,0.9656904,7.760734117533473e-37,6.709596711740964e-36,35.17330358283087,High-up
WDR1,12.591332,0.8793483,2.3566025768119566e-36,2.0309899810253204e-35,34.69229221898621,High-up
TBRG1,12.590174,1.1298194,2.3914537511500316e-36,2.0545445434408446e-35,34.68728443860223,High-up
TCEA1,12.530681,0.80550784,5.072539268830153e-36,4.3442562013930964e-35,34.362084570258475,High-up
VNN1,12.453523,1.5842848,1.3380648677471654e-35,1.1388140868178367e-34,33.94354716938826,High-up
WBP11,12.439674,0.8522198,1.591516261703928e-35,1.35031752390532e-34,33.8695640961973,High-up
BUB3,12.414664,0.7986917,2.175987667428174e-35,1.8404948320166476e-34,33.73506539768474,High-up
HMGB2,12.377556,1.3018779,3.4571274503957414e-35,2.9150840106423348e-34,33.53534892466735,High-up
SPRYD7,12.311827,1.1148058,7.823213828910085e-35,6.556141159687838e-34,33.1833517042453,High-up
RCC1,12.27723,1.8958284,1.2003758877324898e-34,9.946401614786152e-34,33.002334008851626,High-up
TFAM,12.276915,0.87791914,1.2050728164327291e-34,9.946401614786152e-34,33.002334008851626,High-up
TRAPPC2L,12.252507,0.8242512,1.6288029982822104e-34,1.3403282503936744e-33,32.87278882859275,High-up
RBM3,12.2146015,0.71530616,2.5977238344596924e-34,2.1312256804035675e-33,32.671370559406206,High-up
DNAJB2,12.213726,1.0475993,2.6258258086505634e-34,2.1478311704291433e-33,32.66799985920742,High-up
ALDH1A1,12.190576,0.9012561,3.48949282800604e-34,2.8372900018191967e-33,32.54709627232785,High-up
WAPL,12.182865,1.0100156,3.8356627949654688e-34,3.109504675325122e-33,32.5073087858624,High-up
CNOT7,12.154476,0.8761452,5.43090550762819e-34,4.389714155869886e-33,32.357563758703236,High-up
GTF2F1,12.148597,1.0559438,5.835851733899242e-34,4.703111190859213e-33,32.32761475355123,High-up
NCLN,12.080948,1.1285377,1.3317577659391963e-33,1.063848601329206e-32,31.973120173061364,High-up
IGHG1,12.073866,2.539997,1.4515215833088102e-33,1.1527781876743225e-32,31.93825424963187,High-up
GNAI1,12.052327,1.0945367,1.8854965263153473e-33,1.4930946405488487e-32,31.825912663430053,High-up
RGS2,11.9835,2.4533892,4.3362616032859615e-33,3.394460372543624e-32,31.469229256981073,High-up
GPR108,11.931035,0.85152507,8.155276952617838e-33,6.347640066823913e-32,31.197387707220276,High-up
MPDU1,11.882206,0.92996365,1.4645098859768821e-32,1.1270538052081246e-31,30.948055350371636,High-up
CAPZA2,11.852678,0.8014695,2.084220821341284e-32,1.5994638437933673e-31,30.796025572784316,High-up
THRAP3,11.848177,0.69218695,2.1992404037754217e-32,1.6830041409284177e-31,30.773914815467936,High-up
PSMD8,11.818232,0.8790211,3.142300985280737e-32,2.39797941111368e-31,30.62015455004372,High-up
PLN,11.798577,4.118698,3.9696636073066745e-32,3.0125336042116207e-31,30.521068099921713,High-up
MTRNR2L12,11.7972765,1.0665959,4.0314814974405937e-32,3.0509715930769256e-31,30.51556183595883,High-up
CDC20,11.7462635,2.4460318,7.381116751208537e-32,5.570500266381692e-31,30.254105800665954,High-up
MFGE8,11.741402,2.5224884,7.81801258475387e-32,5.883969802079222e-31,30.2303295648405,High-up
HGF,11.703746,3.2735703,1.2194865460453917e-31,9.127773270674e-31,30.039635156113736,High-up
GRB14,11.607343,1.5145917,3.781856896466897e-31,2.8152678586233144e-30,29.55048027790401,High-up
TIMM50,11.575072,0.8349044,5.512491874665217e-31,4.092426033039504e-30,29.38801916133156,High-up
LYRM4,11.565044,0.8112745,6.1959227695542025e-31,4.5873336060764444e-30,29.338439675388006,High-up
MAP1B,11.544519,2.896608,7.86802671746195e-31,5.8095808086773105e-30,29.235855203073726,High-up
KCNMB2-AS1,11.522535,1.7705724,1.0157751086424335e-30,7.459939776374002e-30,29.1272646785453,High-up
MEIS2,11.517284,1.2785674,1.0795997642202228e-30,7.90741703981139e-30,29.101965355762683,High-up
PPIH,11.507613,1.1237925,1.2077466964713337e-30,8.82236356887616e-30,29.054415048948993,High-up
MINOS1,11.493875,0.744957,1.4161487962476966e-30,1.0289676891884859e-29,28.987598262387674,High-up
HINT3,11.460538,1.3361514,2.0821717538553818e-30,1.5088841462951996e-29,28.82134410452942,High-up
SRRD,11.433773,1.2655925,2.835150337005266e-30,2.0491086562694147e-29,28.688435012039463,High-up
MARCH5,11.412989,0.94383866,3.6013824342320005e-30,2.596036097710244e-29,28.585689272993637,High-up
IER3,11.391159,1.0496175,4.627931317666445e-30,3.327239042069665e-29,28.477915996569568,High-up
SRP19,11.388501,0.74589753,4.771268139549107e-30,3.421287285366971e-29,28.465810456592152,High-up
KAT5,11.38225,1.2441002,5.126020624528891e-30,3.666044069689249e-29,28.435802318667903,High-up
DAD1,11.371391,0.7256823,5.805477735085738e-30,4.1411397316590695e-29,28.38288011514731,High-up
PRKAG1,11.369438,0.8209459,5.936833560893839e-30,4.2238097105109286e-29,28.37429565570545,High-up
CA9,11.346474,2.3792467,7.721398192593384e-30,5.479184379783149e-29,28.261284084895628,High-up
ST13,11.296733,0.7026765,1.3619096988043614e-29,9.564877370523175e-29,28.019320593608093,High-up
EMC10,11.226174,0.8164726,3.0332845839072544e-29,2.124854739290928e-28,27.672670754122233,High-up
TNFRSF21,11.2230835,2.412898,3.141236572893022e-29,2.1948486744613135e-28,27.658595417158498,High-up
NEURL1,11.171385,4.3544106,5.629600651413072e-29,3.8838558029445737e-28,27.410736902643535,High-up
PPHLN1,11.167719,0.7334524,5.866844032500774e-29,4.037334482819172e-28,27.393905268913908,High-up
RP11-65I12.1,11.1009445,2.2699075,1.2412511858628126e-28,8.520347336123629e-28,27.069542700645606,High-up
ZNHIT3,11.089543,0.65337914,1.4100564921643567e-28,9.65482289872938e-28,27.01525568820359,High-up
S100A10,11.085309,0.70210767,1.4783826351378568e-28,1.0097353397991562e-27,26.99579244357075,High-up
TMEM259,11.082271,0.82276905,1.5294354043799026e-28,1.0419993827346368e-27,26.98213253830619,High-up
NCBP2-AS2,11.030569,0.7746255,2.721388055016032e-28,1.8494607378865174e-27,26.732954883867496,High-up
MRPS23,11.021878,0.7147916,2.9973920827052398e-28,2.021944486407584e-27,26.69423077237401,High-up
FMNL2,10.997994,2.7073698,3.9072713196133524e-28,2.6227678735095035e-27,26.581240144680297,High-up
RP11-38M8.1,10.954691,2.4843442,6.3093500758710535e-28,4.193952410530345e-27,26.377376501853824,High-up
CD63,10.947301,0.68742675,6.8457317783138135e-28,4.539451266590616e-27,26.342996641921495,High-up
BGN,10.904743,3.0467722,1.0940206550680086e-27,7.184770263571633e-27,26.14358711407927,High-up
LMNB2,10.900874,2.6350367,1.1415585509460491e-27,7.478987916509846e-27,26.126157168447556,High-up
AKR1B10,10.794897,1.0844561,3.638718469965157e-27,2.3725486539247757e-26,25.624784872719683,High-up
SFXN4,10.765134,0.8198944,5.02884900210236e-27,3.2711465413675355e-26,25.48529999984269,High-up
DNAAF5,10.7298565,1.8967743,7.37104214118997e-27,4.7832986056368165e-26,25.320272506702274,High-up
BCAT1,10.722977,3.306589,7.940553379538462e-27,5.128508707541153e-26,25.29000890277152,High-up
CDK2AP2,10.716725,0.60935277,8.495804323996654e-27,5.474183352160108e-26,25.261680660433782,High-up
B9D2,10.715761,2.3408031,8.584809617388558e-27,5.518517617577774e-26,25.258177566648644,High-up
BCYRN1,10.702909,2.8612072,9.863157588125452e-27,6.310572958023123e-26,25.19993120791731,High-up
UBE2C,10.66946,1.6063346,1.4144626814499786e-26,9.007720386296833e-26,25.04538510346221,High-up
MYO1C,10.643497,0.90663326,1.8697667657525874e-26,1.182454352786127e-25,24.927215615677458,High-up
SHARPIN,10.639004,0.7091045,1.962152400002447e-26,1.2380139392163244e-25,24.907274465420382,High-up
HOOK1,10.637165,1.078535,2.0012657778461004e-26,1.259782973519711e-25,24.899704265613394,High-up
CTHRC1,10.619281,2.0327678,2.424209383520407e-26,1.5190229439857229e-25,24.818435666314212,High-up
HSPH1,10.618171,0.814679,2.4532076081480476e-26,1.5336757861465596e-25,24.8142664390632,High-up
C15orf48,10.603439,1.0886174,2.8721891212653233e-26,1.7833683362038326e-25,24.748758948546477,High-up
TOP2A,10.592703,1.715578,3.221536249377433e-26,1.9957453590247499e-25,24.69989487197914,High-up
CDC42,10.577534,0.6448854,3.787982671844347e-26,2.3413503754476825e-25,24.63053359068724,High-up
SMPD4,10.552248,1.6071345,4.9596169207907865e-26,3.0448704331686353e-25,24.516431182951337,High-up
COX19,10.549477,0.8101145,5.1080923232197076e-26,3.128992876017095e-25,24.50459542563936,High-up
FTH1,10.540032,0.645464,5.647953260387973e-26,3.451948167199092e-25,24.46193573406587,High-up
NUDT5,10.501967,0.71788013,8.459801851270585e-26,5.158968450373044e-25,24.28743712804272,High-up
MTRNR2L8,10.473595,0.9907408,1.1422164944001133e-25,6.919147367408226e-25,24.15994741948024,High-up
TRIB1,10.466277,0.9232611,1.2340079655397081e-25,7.458649915607262e-25,24.127339776718298,High-up
DDX6,10.453859,1.0229453,1.4068142586928413e-25,8.465675230724323e-25,24.072338396411237,High-up
CCDC43,10.440526,1.1934774,1.6191183498807516e-25,9.700507306741696e-25,24.013205552872165,High-up
TRNAU1AP,10.422314,1.2147646,1.9612307248382344e-25,1.172446901588196e-24,23.930906816731788,High-up
CUL1,10.408583,0.87004864,2.2656905352263763e-25,1.3514992450302315e-24,23.86918419256925,High-up
NOB1,10.376799,0.7671265,3.1620210659610413e-25,1.8820569830513215e-24,23.725367231572893,High-up
ARHGAP21,10.371977,1.1688116,3.325721664176088e-25,1.9751894753324072e-24,23.704391237179625,High-up
IFITM2,10.370433,0.74574107,3.3798874141496827e-25,2.0030048623550828e-24,23.69831799644211,High-up
SPP1,10.347587,0.8741915,4.291683937888397e-25,2.5269139048084266e-24,23.597409554796975,High-up
IGHG3,10.311394,1.8320432,6.258700723889491e-25,3.669264029542079e-24,23.435421036554885,High-up
RPL37A,10.309923,0.7179105,6.355221755787814e-25,3.717872770195355e-24,23.42970547635743,High-up
RPL35A,10.273941,0.73069584,9.23531376617199e-25,5.391213078885016e-24,23.268313503052607,High-up
FANCL,10.232076,1.3633753,1.4243277581440551e-24,8.279283904786296e-24,23.08200722476691,High-up
COASY,10.216939,0.6761874,1.665155476667163e-24,9.638145682742985e-24,23.01600651352628,High-up
ATP5A1,10.203031,0.670965,1.9218093588131848e-24,1.1076757738982323e-23,22.955587342687878,High-up
BPTF,10.173669,0.6824728,2.5993045975571525e-24,1.4950105601107666e-23,22.82535573965953,High-up
DOCK7,10.168742,1.3732208,2.7341757608851303e-24,1.5692790291466754e-23,22.80429982885115,High-up
UGT2B17,10.153038,2.1940458,3.2120605110254697e-24,1.8358471372639297e-23,22.73616348337801,High-up
H2AFY,10.151899,0.5514619,3.249760200462334e-24,1.853516673833632e-23,22.732003502797962,High-up
RNF10,10.1437235,0.72271866,3.533685169485682e-24,2.0112558089656005e-23,22.696532688549564,High-up
LGMN,10.135389,1.0813162,3.848378708552478e-24,2.1858151001591202e-23,22.660386578148835,High-up
SNX5,10.1254225,0.61278075,4.261349952922467e-24,2.4153543716564688e-23,22.617019142194266,High-up
SARS,10.118968,0.6126856,4.551887643443987e-24,2.5746908989418165e-23,22.58927490213411,High-up
NOV,10.11309,3.4250572,4.833557754294173e-24,2.7283635918867104e-23,22.56409775445983,High-up
MAX,10.089254,0.932372,6.163618281945566e-24,3.4577012620688476e-23,22.461212531547783,High-up
RAP1GAP,10.069385,1.9268874,7.544836967134181e-24,4.215234068345722e-23,22.375178304368188,High-up
EIF3J,10.06815,0.6035397,7.640218380859535e-24,4.251135767109623e-23,22.371495024892916,High-up
CCPG1,10.061136,0.73487973,8.204608567700483e-24,4.555892399788154e-23,22.341426541557396,High-up
RPSA,10.049128,0.6670548,9.268472200518807e-24,5.1258028444974454e-23,22.29023810224727,High-up
C1GALT1C1,10.040384,0.75145775,1.0127928908142088e-23,5.589798338796805e-23,22.252603859721365,High-up
KRT19,10.03194,1.651307,1.1032686769159025e-23,6.076875051077108e-23,22.216319693253737,High-up
CLGN,10.013692,1.9313043,1.3270557050001805e-23,7.280152984057215e-23,22.137859494391115,High-up
ISCU,9.950662,0.59940284,2.505119548139195e-23,1.3633439453219684e-22,21.865394566240315,High-up
DNAH14,9.935375,1.2952316,2.920746211109521e-23,1.5863774649604795e-22,21.799593468061975,High-up
TCTEX1D2,9.908991,0.95316744,3.804681372461086e-23,2.0582949523888486e-22,21.686492390984466,High-up
MYEOV2,9.898838,0.7027823,4.211396992016429e-23,2.2738214589306095e-22,21.643243639228476,High-up
BAIAP2L1,9.891367,0.8649176,4.537889859214621e-23,2.4452692495807383e-22,21.6116733135673,High-up
PSAP,9.872908,0.5625444,5.455955481067754e-23,2.934187081550611e-22,21.532512199322024,High-up
KRT8,9.860385,0.637235,6.181224289072951e-23,3.31770230997e-22,21.479162584838907,High-up
BFAR,9.842922,0.80248135,7.354310056731438e-23,3.9318933610548506e-22,21.40539826940894,High-up
CENPF,9.841958,1.6186543,7.425153873312194e-23,3.9620156995876785e-22,21.402083807891163,High-up
MVB12A,9.8354025,0.676023,7.925009883700362e-23,4.2204925930349685e-22,21.3746368575805,High-up
C1QA,9.816036,1.7331667,9.604635136648479e-23,5.105031749673861e-22,21.292001552565264,High-up
RBPMS,9.8133335,0.82614815,9.865451673642409e-23,5.233478441240983e-22,21.28120956052255,High-up
PNPT1,9.805745,0.9455599,1.0635930058140782e-22,5.631271495899344e-22,21.249393533868624,High-up
GBA,9.79137,0.6892907,1.226230641730463e-22,6.479810663844536e-22,21.188437683766576,High-up
C8orf4,9.774281,1.4526762,1.4518536893603516e-22,7.64251306229765e-22,21.116763810321345,High-up
LINC00998,9.760229,0.61550975,1.667773327005432e-22,8.745406390362458e-22,21.05822000448249,High-up
GOLGA5,9.747058,1.2575268,1.898918724352296e-22,9.938402212510485e-22,21.002683431102344,High-up
FBLN1,9.746559,1.2845403,1.9082603177785395e-22,9.968197300518107e-22,21.001383374609635,High-up
FOSB,9.6919155,1.1033605,3.2634835042314853e-22,1.7014955980077132e-21,20.769169170143506,High-up
SSR1,9.678615,0.5355827,3.7171882983434507e-22,1.9270129850235876e-21,20.715115358875895,High-up
RSBN1L,9.652985,0.58762693,4.774562165108123e-22,2.470474211188521e-21,20.607219675268585,High-up
PLCXD2,9.642166,0.83244354,5.305612993135243e-22,2.7400632698006585e-21,20.562239408928498,High-up
MYL12A,9.634246,0.60988814,5.731131140004772e-22,2.954235900847743e-21,20.529554828473657,High-up
MDK,9.580952,0.71657056,9.615509242723957e-22,4.947188559533306e-21,20.305641536410793,High-up
SPNS1,9.574157,0.56891674,1.026917501759761e-21,5.273568824826442e-21,20.277895381682065,High-up
PNISR,9.573809,0.5928775,1.0303856543888757e-21,5.2814514217456065e-21,20.27724671045235,High-up
DRG2,9.545909,0.6059675,1.349187861170713e-21,6.90258658561496e-21,20.160988136891678,High-up
STX4,9.538333,0.6045279,1.4514682687751278e-21,7.39815542965233e-21,20.130876548726054,High-up
MPHOSPH8,9.505669,0.5291733,1.9876617629234323e-21,1.0112275486604873e-20,19.995151107506842,High-up
C1QB,9.456418,1.6874756,3.186727245027354e-21,1.618241418850322e-20,19.790956687264355,High-up
KIAA0101,9.455299,1.2289675,3.2209748735540773e-21,1.6325980249628458e-20,19.78712073322448,High-up
KMT5B,9.437501,0.737228,3.817747664892429e-21,1.9279272865963246e-20,19.714909349906986,High-up
HSD17B12,9.426866,0.60651267,4.225252738960479e-21,2.129776841852404e-20,19.671665899579743,High-up
DDIT4,9.384648,1.0988421,6.312666472433903e-21,3.147117664724347e-20,19.502087019341243,High-up
BAMBI,9.352945,0.9024314,8.524066065526352e-21,4.234136089275999e-20,19.373235187442777,High-up
H3F3B,9.347722,0.65624505,8.955535536190169e-21,4.4403853148587186e-20,19.352579342305145,High-up
TMED10,9.337609,0.5495673,9.85334170460468e-21,4.8766901335108673e-20,19.31187483874546,High-up
PYROXD1,9.32866,1.0080936,1.0721806475560619e-20,5.287360160872132e-20,19.276761105605495,High-up
SEC31A,9.312774,0.620378,1.2453702068976663e-20,6.130362892332296e-20,19.21251381626908,High-up
HS2ST1,9.310638,0.8888384,1.2706636276344819e-20,6.243620558808282e-20,19.20456349802202,High-up
CINP,9.307283,0.73900825,1.3114332450436473e-20,6.432379937987872e-20,19.191628311259237,High-up
CCT7,9.300639,0.52311593,1.3960406445465593e-20,6.835095055378495e-20,19.165255441339127,High-up
UBL4A,9.296709,0.6646587,1.448599983397362e-20,7.079740884868682e-20,19.14998263698975,High-up
NUCB1,9.2885895,0.5007743,1.5634618369517985e-20,7.600316260769241e-20,19.119168335686417,High-up
RNF26,9.238678,0.8038288,2.495607367084664e-20,1.211012313832203e-19,18.916851440835323,High-up
MKI67,9.209831,1.8548082,3.266385499271762e-20,1.576636958305734e-19,18.80226829725803,High-up
EEF1A1,9.20309,0.7100848,3.4780378150532625e-20,1.6758376209392438e-19,18.775768064313414,High-up
CLPP,9.181409,0.5549792,4.254859777597656e-20,2.046527625421971e-19,18.68898238857681,High-up
DMTN,9.175121,2.1681943,4.510666299513143e-20,2.1657540123497199e-19,18.66439087233945,High-up
SMARCA1,9.146873,0.73236734,5.86050015462733e-20,2.799106017909417e-19,18.55298065204435,High-up
ICE1,9.127734,0.8255928,6.994799513675974e-20,3.335042281215141e-19,18.476898655785806,High-up
GAREM1,9.106617,2.0400798,8.499064897486055e-20,4.031153697904844e-19,18.394570642958477,High-up
GHITM,9.099061,0.5878169,9.11161599092631e-20,4.3142001537626827e-19,18.36509971003129,High-up
POLR2B,9.070988,0.70897907,1.179430368912915e-19,5.574747003235439e-19,18.253774837264906,High-up
AZI2,9.041837,0.683528,1.5406132968394632e-19,7.269353241736465e-19,18.13850422683557,High-up
ADAM10,9.023268,0.62967205,1.8255996861565872e-19,8.584403343510836e-19,18.066289884967343,High-up
ITGA2,9.020027,1.512328,1.8804309583525458e-19,8.827040168761434e-19,18.05418489708642,High-up
PFN1,8.99987,0.80019695,2.2598444044723445e-19,1.0571737864757611e-18,17.97585361410831,High-up
AC009410.1,8.974824,2.9154391,2.838064840469038e-19,1.3254005374634892e-18,17.877652857634025,High-up
FLRT3,8.974556,2.0607352,2.8449667810359863e-19,1.3261939777217866e-18,17.877392948561045,High-up
LPCAT3,8.974381,0.72098804,2.8494724191899297e-19,1.3261939777217866e-18,17.877392948561045,High-up
PSENEN,8.97112,0.5404739,2.9351355324539075e-19,1.3591169957057755e-18,17.866743156657925,High-up
BABAM1,8.968033,0.55996186,3.01856495666187e-19,1.3930269360811197e-18,17.856040485817033,High-up
C5orf28,8.913652,0.96902734,4.937828196952042e-19,2.274898251951598e-18,17.643038023008693,High-up
GPAA1,8.89521,0.62082666,5.830891857522032e-19,2.6818176018097966e-18,17.571570763106813,High-up
CHKA,8.874745,0.70826083,7.009350017713788e-19,3.2184107980494233e-18,17.49235852333842,High-up
RINT1,8.843856,1.3055807,9.247051899914129e-19,4.224572874676488e-18,17.37421719382628,High-up
EIF3A,8.80471,0.47946987,1.3119136918569551e-18,5.9735803435886686e-18,17.22376529074854,High-up
BTG1,8.770227,0.8206189,1.7830641666501072e-18,8.105376544572533e-18,17.091226804698074,High-up
CDK14,8.768363,0.98957354,1.8128210239811645e-18,8.226955211821497e-18,17.084760867020016,High-up
NOSTRIN,8.764133,3.1556795,1.882187726011742e-18,8.513471634874302e-18,17.069893306611192,High-up
